	accessRights	authors	containerURI	dataTypes	dateAvailable	description	doi	externalSubjectAreas	institutions	keywords	method	publicationDate	source	title	type_cont	version
22	info:eu-repo/semantics/openAccess	Florencia Klein|Exequiel Barrera|Pablo Garay|Matías Machado|Martín Soñora|Sergio Pantano	https://zenodo.org/record/3766270	DATASET	2020-04-27	"This dataset contains the trajectory of a 10 microseconds-long coarse-grained molecular dynamics simulation of SARS-CoV2 Papain-like protease in its APO form with Zn ions bound (PDB id: 6W9C). Simulations have been performed using the SIRAH force field running with the Amber18 package at the Uruguayan National Center for Supercomputing (ClusterUY) under the conditions reported in Machado et al. JCTC 2019, adding 150 mM NaCl according to Machado & Pantano JCTC 2020. Zinc ions were parameterized as reported in Klein et al. 2020.

The files 6W9C_SIRAHcg_rawdata_0-5us.tar,  6W9C_SIRAHcg_rawdata_5-10us.tar, contain all the raw information required to visualize (on VMD), analyze, backmap, and eventually continue the simulations using Amber18 or higher. Step-By-Step tutorials for running, visualizing, and analyzing CG trajectories using SirahTools can be found at www.sirahff.com.

Additionally, the file 6W9C_SIRAHcg_10us_prot.tar contains only the protein coordinates, while 6W9C_SIRAHcg_10us_prot_skip10ns.tar contains one frame every 10ns.

To take a quick look at the trajectory:

1- Untar the file 6W9C_SIRAHcg_10us_prot_skip10ns.tar

2- Open the trajectory on VMD using the command line:

vmd 6W9C_SIRAHcg_prot.prmtop 6W9C_SIRAHcg_prot_10us_skip10ns.ncrst 6W9C_SIRAHcg_prot_10us_skip10ns.nc -e sirah_vmdtk.tcl

Note that you can use normal VMD drawing methods as vdw, licorice, etc., and coloring by restype, element, name, etc. 

This dataset is part of the SIRAH-CoV2 initiative.

For further details, please contact Florencia Klein (fklein@pasteur.edu.uy) or Sergio Pantano (spantano@pasteur.edu.uy)."	10.5281/zenodo.3766270	COVID-19|Molecular Dynamics|Coronavirus|CoV2 Papain-like Protease|drug design|simulation|SIRAH|SARS|coarse-grain		COVID-19|Molecular Dynamics|Coronavirus|CoV2 Papain-like Protease|drug design|simulation|SIRAH|SARS|coarse-grain		2020-04-25	ZENODO	SIRAH-CoV2  initiative:  Papain-like Protease   (PDB id:6W9C)	article	
23	CC BY 4.0	Cespugli, Marco|Durmaz, Vedat|Steinkellner, Georg|Gruber, Christian C.	https://figshare.com/articles/_PART_2_OF_5_9_molecular_dynamics_simulations_500ps_3_x_3_replicates_of_coronavirus_2019-nCoV_protease_unrefined_crystal_structure_in_complex_with_3_different_conformations_of_lopinavir_/11808765	DATASET		"See part 1.
Part 2 of 5:XHD_LC1c
XHD_LC2a"	10.6084/m9.figshare.11808765	60102 Bioinformatics|60506 Virology				2020-01-01	figshare.ars	(PART 2 OF 5) 9 molecular dynamics simulations (500ps 3 x 3 replicates) of coronavirus 2019-nCoV protease unrefined crystal structure in complex with 3 different conformations of lopinavir.		
24	CC BY 4.0	Gruber, Christian C.	https://figshare.com/articles/_PART_3_OF_5_9_molecular_dynamics_simulations_500ps_3_x_3_replicates_of_coronavirus_2019-nCoV_protease_unrefined_crystal_structure_in_complex_with_3_different_conformations_of_lopinavir_/11808843/1	DATASET		"See part 1.
Part 3 of 5:XHD_LC2b
XHD_LC2c"	10.6084/m9.figshare.11808843.v1	60102 Bioinformatics|60506 Virology				2020-01-01	figshare.ars	(PART 3 OF 5) 9 molecular dynamics simulations (500ps 3 x 3 replicates) of coronavirus 2019-nCoV protease unrefined crystal structure in complex with 3 different conformations of lopinavir.		
25	CC BY 4.0	Cespugli, Marco|Durmaz, Vedat|Steinkellner, Georg|Gruber, Christian C.	https://figshare.com/articles/_PART_2_OF_5_9_molecular_dynamics_simulations_500ps_3_x_3_replicates_of_coronavirus_2019-nCoV_protease_unrefined_crystal_structure_in_complex_with_3_different_conformations_of_lopinavir_/11808765/1	DATASET		"See part 1.
Part 2 of 5:XHD_LC1c
XHD_LC2a"	10.6084/m9.figshare.11808765.v1	60102 Bioinformatics|60506 Virology				2020-01-01	figshare.ars	(PART 2 OF 5) 9 molecular dynamics simulations (500ps 3 x 3 replicates) of coronavirus 2019-nCoV protease unrefined crystal structure in complex with 3 different conformations of lopinavir.		
26	CC BY 4.0	Cespugli, Marco|Durmaz, Vedat|Steinkellner, Georg|Gruber, Christian C.	https://figshare.com/articles/_PART_4_OF_5_9_molecular_dynamics_simulations_500ps_3_x_3_replicates_of_coronavirus_2019-nCoV_protease_unrefined_crystal_structure_in_complex_with_3_different_conformations_of_lopinavir_/11808966/1	DATASET		"See part 1.
Part 4 of 5:XHD_LC3a
XHD_LC3b"	10.6084/m9.figshare.11808966.v1	60102 Bioinformatics|60506 Virology				2020-01-01	figshare.ars	(PART 4 OF 5) 9 molecular dynamics simulations (500ps 3 x 3 replicates) of coronavirus 2019-nCoV protease unrefined crystal structure in complex with 3 different conformations of lopinavir.		
27	CC BY 4.0	Cespugli, Marco|Durmaz, Vedat|Steinkellner, Georg|Gruber, Christian C.	https://figshare.com/articles/_PART_5_OF_5_9_molecular_dynamics_simulations_500ps_3_x_3_replicates_of_coronavirus_2019-nCoV_protease_unrefined_crystal_structure_in_complex_with_3_different_conformations_of_lopinavir_/11808972	DATASET		"See part 1.
Part 5 of 5:XHD_LC3c"	10.6084/m9.figshare.11808972	60102 Bioinformatics|60506 Virology				2020-01-01	figshare.ars	(PART 5 OF 5) 9 molecular dynamics simulations (500ps 3 x 3 replicates) of coronavirus 2019-nCoV protease unrefined crystal structure in complex with 3 different conformations of lopinavir.		
28	CC BY 4.0	Gruber, Christian C.	https://figshare.com/articles/_PART_3_OF_5_9_molecular_dynamics_simulations_500ps_3_x_3_replicates_of_coronavirus_2019-nCoV_protease_unrefined_crystal_structure_in_complex_with_3_different_conformations_of_lopinavir_/11808843	DATASET		"See part 1.
Part 3 of 5:XHD_LC2b
XHD_LC2c"	10.6084/m9.figshare.11808843	60102 Bioinformatics|60506 Virology				2020-01-01	figshare.ars	(PART 3 OF 5) 9 molecular dynamics simulations (500ps 3 x 3 replicates) of coronavirus 2019-nCoV protease unrefined crystal structure in complex with 3 different conformations of lopinavir.		
29	CC BY 4.0	Cespugli, Marco|Durmaz, Vedat|Steinkellner, Georg|Gruber, Christian C.	https://figshare.com/articles/_PART_5_OF_5_9_molecular_dynamics_simulations_500ps_3_x_3_replicates_of_coronavirus_2019-nCoV_protease_unrefined_crystal_structure_in_complex_with_3_different_conformations_of_lopinavir_/11808972/1	DATASET		"See part 1.
Part 5 of 5:XHD_LC3c"	10.6084/m9.figshare.11808972.v1	60102 Bioinformatics|60506 Virology				2020-01-01	figshare.ars	(PART 5 OF 5) 9 molecular dynamics simulations (500ps 3 x 3 replicates) of coronavirus 2019-nCoV protease unrefined crystal structure in complex with 3 different conformations of lopinavir.		
30	CC BY 4.0	Cespugli, Marco|Durmaz, Vedat|Steinkellner, Georg|Gruber, Christian C.	https://figshare.com/articles/_PART_4_OF_5_9_molecular_dynamics_simulations_500ps_3_x_3_replicates_of_coronavirus_2019-nCoV_protease_unrefined_crystal_structure_in_complex_with_3_different_conformations_of_lopinavir_/11808966	DATASET		"See part 1.
Part 4 of 5:XHD_LC3a
XHD_LC3b"	10.6084/m9.figshare.11808966	60102 Bioinformatics|60506 Virology				2020-01-01	figshare.ars	(PART 4 OF 5) 9 molecular dynamics simulations (500ps 3 x 3 replicates) of coronavirus 2019-nCoV protease unrefined crystal structure in complex with 3 different conformations of lopinavir.		
31	CC BY 4.0	Cespugli, Marco|Durmaz, Vedat|Steinkellner, Georg|Gruber, Christian C.	https://figshare.com/articles/_PART_5_OF_5_9_molecular_dynamics_simulations_500ps_3_x_3_replicates_of_coronavirus_2019-nCoV_protease_unrefined_crystal_structure_in_complex_with_3_different_conformations_of_lopinavir_/11808972/1	DATASET		"See part 1.
Part 5 of 5:XHD_LC3c"	10.6084/m9.figshare.11808972.v1	60102 Bioinformatics|60506 Virology				2020-01-01	figshare.ars	(PART 5 OF 5) 9 molecular dynamics simulations (500ps 3 x 3 replicates) of coronavirus 2019-nCoV protease unrefined crystal structure in complex with 3 different conformations of lopinavir.		
32	CC BY 4.0	Cespugli, Marco|Durmaz, Vedat|Steinkellner, Georg|Gruber, Christian C.	https://figshare.com/articles/_PART_4_OF_5_9_molecular_dynamics_simulations_500ps_3_x_3_replicates_of_coronavirus_2019-nCoV_protease_unrefined_crystal_structure_in_complex_with_3_different_conformations_of_lopinavir_/11808966	DATASET		"See part 1.
Part 4 of 5:XHD_LC3a
XHD_LC3b"	10.6084/m9.figshare.11808966	60102 Bioinformatics|60506 Virology				2020-01-01	figshare.ars	(PART 4 OF 5) 9 molecular dynamics simulations (500ps 3 x 3 replicates) of coronavirus 2019-nCoV protease unrefined crystal structure in complex with 3 different conformations of lopinavir.		
33	CC BY 4.0	Sukrit Srivastava|Mohit Kamthania|Pandey, Rajesh Kumar|Saxena, Ajay Kumar|Saxena, Vaishali|Singh, Santosh Kumar|Sharma, Rakesh Kumar|Sharma, Nishi	https://doi.org/10.6084%2Fm9.figshare.7593905	DATASET		Severe acute respiratory syndrome (SARS) is endemic in South China and is continuing to spread worldwide since the 2003 outbreak, affecting human population of 37 countries till present. SARS is caused by the severe acute respiratory syndrome Coronavirus (SARS-CoV). In the present study, we have designed two multi-epitope vaccines (MEVs) composed of cytotoxic T lymphocyte (CTL), helper T lymphocyte (HTL) and B cell epitopes overlap, bearing the potential to elicit cellular as well as humoral immune response. We have used truncated (residues 10–153) Onchocerca volvulus activation-associated secreted protein-1 as molecular adjuvants at N-terminal of both the MEVs. Selected overlapping epitopes of both the MEVs were further validated for stable molecular interactions with their respective human leukocyte antigen class I and II allele binders. Moreover, CTL epitopes were further studied for their molecular interaction with transporter associated with antigen processing. Furthermore, after tertiary structure modelling, both the MEVs were validated for their stable molecular interaction with Toll-like receptors 2 and 4. Codon-optimized cDNA of both the MEVs was analysed for their potential high level of expression in the mammalian cell line (Human) needed for their further in vivo testing. Overall, the present study proposes in silico validated design of two MEVs against SARS composed of specific epitopes with the potential to cause a high level of SARS-CoV specific cellular as well as humoral immune response. Communicated by Ramaswamy H. Sarma	10.6084/m9.figshare.7593905	Biotechnology|110309 Infectious Diseases|Molecular Biology|Hematology|Computational Biology|Ecology|Medicine|Immunology|Genetics|69999 Biological Sciences not elsewhere classified|Evolutionary Biology|60506 Virology|Cancer				2019-01-01	figshare.ars	Design of novel multi-epitope vaccines against severe acute respiratory syndrome validated through multistage molecular interaction and dynamics		
34	CC BY 4.0	Sukrit Srivastava|Mohit Kamthania|Pandey, Rajesh Kumar|Saxena, Ajay Kumar|Saxena, Vaishali|Singh, Santosh Kumar|Sharma, Rakesh Kumar|Sharma, Nishi	https://doi.org/10.6084%2Fm9.figshare.7593905.v1	DATASET		Severe acute respiratory syndrome (SARS) is endemic in South China and is continuing to spread worldwide since the 2003 outbreak, affecting human population of 37 countries till present. SARS is caused by the severe acute respiratory syndrome Coronavirus (SARS-CoV). In the present study, we have designed two multi-epitope vaccines (MEVs) composed of cytotoxic T lymphocyte (CTL), helper T lymphocyte (HTL) and B cell epitopes overlap, bearing the potential to elicit cellular as well as humoral immune response. We have used truncated (residues 10–153) Onchocerca volvulus activation-associated secreted protein-1 as molecular adjuvants at N-terminal of both the MEVs. Selected overlapping epitopes of both the MEVs were further validated for stable molecular interactions with their respective human leukocyte antigen class I and II allele binders. Moreover, CTL epitopes were further studied for their molecular interaction with transporter associated with antigen processing. Furthermore, after tertiary structure modelling, both the MEVs were validated for their stable molecular interaction with Toll-like receptors 2 and 4. Codon-optimized cDNA of both the MEVs was analysed for their potential high level of expression in the mammalian cell line (Human) needed for their further in vivo testing. Overall, the present study proposes in silico validated design of two MEVs against SARS composed of specific epitopes with the potential to cause a high level of SARS-CoV specific cellular as well as humoral immune response.	10.6084/m9.figshare.7593905.v1	Biotechnology|110309 Infectious Diseases|Molecular Biology|Hematology|Computational Biology|Ecology|Cell Biology|Medicine|Immunology|Genetics|69999 Biological Sciences not elsewhere classified|Evolutionary Biology|60506 Virology|Cancer				2019-01-01	figshare.ars	Design of novel multi-epitope vaccines against severe acute respiratory syndrome validated through multistage molecular interaction and dynamics		
35	CC BY 4.0	Sukrit Srivastava|Mohit Kamthania|Pandey, Rajesh Kumar|Saxena, Ajay Kumar|Saxena, Vaishali|Singh, Santosh Kumar|Sharma, Rakesh Kumar|Sharma, Nishi	https://doi.org/10.6084%2Fm9.figshare.7593905.v2	DATASET		Severe acute respiratory syndrome (SARS) is endemic in South China and is continuing to spread worldwide since the 2003 outbreak, affecting human population of 37 countries till present. SARS is caused by the severe acute respiratory syndrome Coronavirus (SARS-CoV). In the present study, we have designed two multi-epitope vaccines (MEVs) composed of cytotoxic T lymphocyte (CTL), helper T lymphocyte (HTL) and B cell epitopes overlap, bearing the potential to elicit cellular as well as humoral immune response. We have used truncated (residues 10–153) Onchocerca volvulus activation-associated secreted protein-1 as molecular adjuvants at N-terminal of both the MEVs. Selected overlapping epitopes of both the MEVs were further validated for stable molecular interactions with their respective human leukocyte antigen class I and II allele binders. Moreover, CTL epitopes were further studied for their molecular interaction with transporter associated with antigen processing. Furthermore, after tertiary structure modelling, both the MEVs were validated for their stable molecular interaction with Toll-like receptors 2 and 4. Codon-optimized cDNA of both the MEVs was analysed for their potential high level of expression in the mammalian cell line (Human) needed for their further in vivo testing. Overall, the present study proposes in silico validated design of two MEVs against SARS composed of specific epitopes with the potential to cause a high level of SARS-CoV specific cellular as well as humoral immune response. Communicated by Ramaswamy H. Sarma	10.6084/m9.figshare.7593905.v2	Biotechnology|110309 Infectious Diseases|Molecular Biology|Hematology|Computational Biology|Ecology|Medicine|Immunology|Genetics|69999 Biological Sciences not elsewhere classified|Evolutionary Biology|60506 Virology|Cancer				2019-01-01	figshare.ars	Design of novel multi-epitope vaccines against severe acute respiratory syndrome validated through multistage molecular interaction and dynamics		
36		Zhang, Qiannan|Solanki, Ankur|Parida, Kaushik|Giovanni, David|Li, Mingjie|Jansen, Thomas La Cour|Pshenichnikov, Maxim S.|Sum, Tze Chien	https://doi.org/10.21979%2Fn9%2Fpiigck	DATASET		Ruddlesden-Popper (RP) halide perovskites are the new kids on the block for high-performance perovskite photovoltaics with excellent ambient stability. The layered nature of these perovskites offers an exciting possibility of harnessing their ferroelectric property for photovoltaics. Adjacent polar domains in a ferroelectric material allow the spatial separation of electrons and holes. Presently, the structure-function properties governing the ferroelectric behavior of RP perovskites are an open question. Herein, we realize tunable ferroelectricity in 2-phenylethylammonium (PEA) and methylammonium (MA) RP perovskite (PEA)2(MA)n̄-1Pbn̄I3n̄+1. Second harmonic generation confirms the non-centrosymmetric nature of these poly-crystalline thin films; while piezo force microscopy and polarization-electric field measurements validate the microscopic and macroscopic ferroelectric properties. Temperature dependent SHG and dielectric constant measurements uncover a phase transition temperature at around 170 °C in these films. Extensive Molecular Dynamics (MD) simulations support the experimental results and identified correlated reorientation of MA molecules and ion translations as the source of ferroelectricity. Current-voltage characteristics in the dark reveal the persistence of hysteresis in these devices, which has profound implications for light harvesting and light emitting applications. Importantly, our findings disclose a viable approach for engineering the ferroelectric properties of RP perovskites that may unlock new functionalities for perovskite optoelectronics.	10.21979/n9/piigck					2019-01-01	gdcc.ntu	Replication Data for: Tunable Ferroelectricity in Ruddlesden-Popper Halide Perovskites		
37	info:eu-repo/semantics/openAccess	Florencia Klein|Exequiel Barrera|Pablo Garay|Matías Machado|Martín Soñora|Sergio Pantano	https://zenodo.org/record/3755835	DATASET	2020-04-20	"This dataset contains the trajectory of a 10 microseconds-long coarse-grained molecular dynamics simulation of SARS-CoV2 Nucleocapsid protein N-terminal RNA binding domain (PDB id:6M3M). Simulations have been performed using the SIRAH force field running with the Amber18 package at the Uruguayan National Center for Supercomputing (ClusterUY) under the conditions reported in Machado et al. JCTC 2019, adding 150 mM NaCl according to Machado & Pantano JCTC 2020. 

The files 6M3M_SIRAHcg_rawdata1.tar contains all the raw information required to visualize (on VMD), analyze, backmap, and eventually continue the simulations using Amber18 or higher. Step-By-Step tutorials for running, visualizing, and analyzing CG trajectories using SirahTools can be found at www.sirahff.com.

Additionally, the file 6M3M_SIRAHcg_10us_prot.tar contains only the protein coordinates, while 6M3M_SIRAHcg_10us_prot_skip10ns.tar contains one frame every 10ns.

To take a quick look at the trajectory:

1- Untar the file 6M3M_SIRAHcg_10us_prot_skip10ns.tar

2- Open the trajectory on VMD using the command line:

vmd 6M3M_SIRAHcg_prot.prmtop 6M3M_SIRAHcg_prot_10us_skip10ns.ncrst 6M3M_SIRAHcg_prot_10us_skip10ns.nc -e sirah_vmdtk.tcl

Note that you can use normal VMD drawing methods as vdw, licorice, etc., and coloring by restype, element, name, etc. 

This dataset is part of the SIRAH-CoV2 initiative.

For further details, please contact Florencia Klein (fklein@pasteur.edu.uy) or Sergio Pantano (spantano@pasteur.edu.uy)."	10.5281/zenodo.3755835	COVID-19|Coronavirus|drug design|simulation|SIRAH|SARS|coarse-grain|CoV2 nucleocapsid		COVID-19|Coronavirus|drug design|simulation|SIRAH|SARS|coarse-grain|CoV2 nucleocapsid		2020-04-17	ZENODO	SIRAH-CoV2  initiative: Nucleocapsid protein N-terminal RNA binding domain (PDB id:6M3M)	article	
38	info:eu-repo/semantics/openAccess	Martín Soñora|Exequiel Barrera|Pablo Garay|Florencia Klein|Matías Machado|Sergio Pantano	https://zenodo.org/record/3748665	DATASET	2020-04-14	"This dataset contains the trajectory of a 15 microseconds-long coarse-grained molecular dynamics simulation of SARS-CoV2 Main protease in its APO form (PDB id: 6LU7, Bioassembly 1). Simulations have been performed using the SIRAH force field running with the Amber18 package at the Uruguayan National Center for Supercomputing (ClusterUY) under the conditions reported in Machado et al. JCTC 2019, adding 150 mM NaCl according to Machado & Pantano JCTC 2020. 

The files 6LU7_SIRAHcg_rawdata1.tar,  6LU7_SIRAHcg_rawdata2.tar, and 6LU7_SIRAHcg_rawdata3.tar, contain all the raw information required to visualize (on VMD), analyze, backmap, and eventually continue the simulations using Amber18 or higher. Step-By-Step tutorials for running, visualizing, and analyzing CG trajectories using SirahTools can be found at www.sirahff.com.

Additionally, the file 6LU7_SIRAHcg_10us_prot.tar contains only the protein coordinates, while 6LU7_SIRAHcg_10us_prot_skip10ns.tar contains one frame every 10ns.

To take a quick look at the trajectory:

1- Untar the file 6LU7_SIRAHcg_10us_prot_skip10ns.tar

2- Open the trajectory on VMD using the command line:

vmd6LU7_SIRAHcg_prot.prmtop 6LU7_SIRAHcg_prot_15us_skip10ns.ncrst 6LU7_SIRAHcg_prot_15us_skip10ns.nc -e sirah_vmdtk.tcl

Note that you can use normal VMD drawing methods as vdw, licorice, etc., and coloring by restype, element, name, etc. 

This dataset is part of the SIRAH-CoV2 initiative.

For further details, please contact Sergio Pantano (spantano@pasteur.edu.uy)."	10.5281/zenodo.3748665	COVID-19|Coronavirus|drug design|simulation|CoV2 Protease|SIRAH|SARS|coarse-grain		COVID-19|Coronavirus|drug design|simulation|CoV2 Protease|SIRAH|SARS|coarse-grain		2020-04-11	ZENODO	SIRAH-CoV2  initiative:  Main Protease   (PDB id:6LU7)	article	
39	info:eu-repo/semantics/openAccess	Exequiel Barrera|Pablo Garay|Florencia Klein|Matías Machado|Martín Soñora|Sergio Pantano	https://zenodo.org/record/3742102	DATASET|FILE_SET	2020-04-11	"This dataset contains the trajectory of a 10 microseconds-long coarse-grained molecular dynamics simulation of SARS-CoV2 Endopeptidase NSP15 in its APO form (PDB id: 6W01, Bioassembly 1). Simulations have been performed using the SIRAH force field running with the Amber18 package at the Uruguayan National Center for Supercomputing (ClusterUY) under the conditions reported in Machado et al. JCTC 2019, adding 150 mM NaCl according to Machado & Pantano JCTC 2020. 

The files contain all the raw information required to visualize (on VMD), analyze, backmap, and eventually continue the simulations using Amber18 or higher. Step-By-Step tutorials for running, visualizing, and analyzing CG trajectories using SirahTools can be found at www.sirahff.com. Additionally, the file 6W01_SIRAHcg_10us_prot.tar contain only the protein coordinates, while 6W01_SIRAHcg_10us_prot_skip10ns.tar contains one frame every 10ns.

This dataset is part of the SIRAH-CoV2 initiative.

For further details, please contact Exequiel Barrera (ebarrera@pasteur.edu.uy) or Sergio Pantano (spantano@pasteur.edu.uy)."	10.5281/zenodo.3742102	CoV2 Endonuclease|COVID-19|Coronavirus|drug design|simulation|SIRAH|SARS|coarse-grain		CoV2 Endonuclease|COVID-19|Coronavirus|drug design|simulation|SIRAH|SARS|coarse-grain		2020-04-10	ZENODO	SIRAH-CoV2  initiative: NSP15 Endonuclease  (PDB id:6W01)	article	
40	info:eu-repo/semantics/openAccess	Florencia Klein|Exequiel Barrera|Pablo Garay|Matías Machado|Martín Soñora|Sergio Pantano	https://zenodo.org/record/3755835	DATASET	2020-04-20	"This dataset contains the trajectory of a 10 microseconds-long coarse-grained molecular dynamics simulation of SARS-CoV2 Nucleocapsid protein N-terminal RNA binding domain (PDB id:6M3M). Simulations have been performed using the SIRAH force field running with the Amber18 package at the Uruguayan National Center for Supercomputing (ClusterUY) under the conditions reported in Machado et al. JCTC 2019, adding 150 mM NaCl according to Machado & Pantano JCTC 2020. 

The files 6M3M_SIRAHcg_rawdata1.tar contains all the raw information required to visualize (on VMD), analyze, backmap, and eventually continue the simulations using Amber18 or higher. Step-By-Step tutorials for running, visualizing, and analyzing CG trajectories using SirahTools can be found at www.sirahff.com.

Additionally, the file 6M3M_SIRAHcg_10us_prot.tar contains only the protein coordinates, while 6M3M_SIRAHcg_10us_prot_skip10ns.tar contains one frame every 10ns.

To take a quick look at the trajectory:

1- Untar the file 6M3M_SIRAHcg_10us_prot_skip10ns.tar

2- Open the trajectory on VMD using the command line:

vmd 6M3M_SIRAHcg_prot.prmtop 6M3M_SIRAHcg_prot_10us_skip10ns.ncrst 6M3M_SIRAHcg_prot_10us_skip10ns.nc -e sirah_vmdtk.tcl

Note that you can use normal VMD drawing methods as vdw, licorice, etc., and coloring by restype, element, name, etc. 

This dataset is part of the SIRAH-CoV2 initiative.

For further details, please contact Florencia Klein (fklein@pasteur.edu.uy) or Sergio Pantano (spantano@pasteur.edu.uy)."	10.5281/zenodo.3755835	COVID-19|Coronavirus|drug design|simulation|SIRAH|SARS|coarse-grain|CoV2 nucleocapsid		COVID-19|Coronavirus|drug design|simulation|SIRAH|SARS|coarse-grain|CoV2 nucleocapsid		2020-04-17	ZENODO	SIRAH-CoV2  initiative: Nucleocapsid protein N-terminal RNA binding domain (PDB id:6M3M)	article	
41	info:eu-repo/semantics/openAccess	Martín Soñora|Exequiel Barrera|Pablo Garay|Florencia Klein|Matías Machado|Sergio Pantano	https://zenodo.org/record/3748665	DATASET	2020-04-14	"This dataset contains the trajectory of a 15 microseconds-long coarse-grained molecular dynamics simulation of SARS-CoV2 Main protease in its APO form (PDB id: 6LU7, Bioassembly 1). Simulations have been performed using the SIRAH force field running with the Amber18 package at the Uruguayan National Center for Supercomputing (ClusterUY) under the conditions reported in Machado et al. JCTC 2019, adding 150 mM NaCl according to Machado & Pantano JCTC 2020. 

The files 6LU7_SIRAHcg_rawdata1.tar,  6LU7_SIRAHcg_rawdata2.tar, and 6LU7_SIRAHcg_rawdata3.tar, contain all the raw information required to visualize (on VMD), analyze, backmap, and eventually continue the simulations using Amber18 or higher. Step-By-Step tutorials for running, visualizing, and analyzing CG trajectories using SirahTools can be found at www.sirahff.com.

Additionally, the file 6LU7_SIRAHcg_10us_prot.tar contains only the protein coordinates, while 6LU7_SIRAHcg_10us_prot_skip10ns.tar contains one frame every 10ns.

To take a quick look at the trajectory:

1- Untar the file 6LU7_SIRAHcg_10us_prot_skip10ns.tar

2- Open the trajectory on VMD using the command line:

vmd6LU7_SIRAHcg_prot.prmtop 6LU7_SIRAHcg_prot_15us_skip10ns.ncrst 6LU7_SIRAHcg_prot_15us_skip10ns.nc -e sirah_vmdtk.tcl

Note that you can use normal VMD drawing methods as vdw, licorice, etc., and coloring by restype, element, name, etc. 

This dataset is part of the SIRAH-CoV2 initiative.

For further details, please contact Sergio Pantano (spantano@pasteur.edu.uy)."	10.5281/zenodo.3748665	COVID-19|Coronavirus|drug design|simulation|CoV2 Protease|SIRAH|SARS|coarse-grain		COVID-19|Coronavirus|drug design|simulation|CoV2 Protease|SIRAH|SARS|coarse-grain		2020-04-11	ZENODO	SIRAH-CoV2  initiative:  Main Protease   (PDB id:6LU7)	article	
42	info:eu-repo/semantics/openAccess	Martín Soñora|Exequiel Barrera|Pablo Garay|Florencia Klein|Matías Machado|Sergio Pantano	https://zenodo.org/record/3779002	DATASET	2020-05-01	"This dataset contains the trajectory of a 12 microseconds-long coarse-grained molecular dynamics simulation of SARS-CoV-2 receptor binding domain in complex with a human antibody CR3022 (PDB id: 6W41). Simulations have been performed using the SIRAH force field running with the Amber18 package at the Uruguayan National Center for Supercomputing (ClusterUY) under the conditions reported in Machado et al. JCTC 2019, adding 150 mM NaCl according to Machado & Pantano JCTC 2020. Glycans have been removed from the structures.

The file 6W41_SIRAHcg_rawdata.tar contains all the raw information required to visualize (on VMD), analyze, backmap, and eventually continue the simulations using Amber18 or higher. Step-By-Step tutorials for running, visualizing, and analyzing CG trajectories using SirahTools can be found at www.sirahff.com.

Additionally, the file 6W41_SIRAHcg_12us_prot.tar contains only the protein coordinates, while 6W41_SIRAHcg_12us_prot_skip10ns.tar contains one frame every 10ns.

To take a quick look at the trajectory:

1- Untar the file 6W41_SIRAHcg_12us_prot_skip10ns.tar

2- Open the trajectory on VMD using the command line:

vmd 6W41_SIRAHcg_prot.prmtop 6W41_SIRAHcg_prot_12us_skip10ns.ncrst 6W41_SIRAHcg_prot_12us_skip10ns.nc -e sirah_vmdtk.tcl

Note that you can use normal VMD drawing methods as vdw, licorice, etc., and coloring by restype, element, name, etc. 

This dataset is part of the SIRAH-CoV2 initiative.

For further details, please contact Martín Soñora (msonora@pasteur.edu.uy) or Sergio Pantano (spantano@pasteur.edu.uy)."	10.5281/zenodo.3779002	Coronavirus|antibody|drug design|simulation|SIRAH|SARS|coarse-grain|CoV2 RBD		Coronavirus|antibody|drug design|simulation|SIRAH|SARS|coarse-grain|CoV2 RBD		2020-04-30	ZENODO	SIRAH-CoV2  initiative: S1 Receptor Binding Domain in complex with human antibody CR3022 (PDBid: 6W41)	article	
